# 【打診文の絶対条件・法務判定 v1.0】メール本文・署名にURLを一切貼らないこと（AmazonストアURL・自社サイト satoy-select.com・SNS すべて）。貼った瞬間に特定電子メール法2条2号の『広告宣伝ウェブサイトへの誘導』に該当し、相手の『営業お断り』表示が法的効力を持つ。白が黒に転ぶ唯一の分岐点。 ／ 1社1通・追送しない・断られたら即終了・一斉送信ツール禁止・実績ゼロを正直に書く。 ／ optout_class が D・E の社には打診しない。C は A/A_PLUS/B を全件消化した後・フォームのみ・1回限り。
順位,スコア,メーカー名,optout_class,contact_priority,action,allowed_channels,optout_hit_terms,optout_rule_ids,form_optout_notice,optout_source_url,optout_checked_at,recheck_condition,optout_e_subclass,optout_decided_by,optout_needs_review,optout_review_reason,正式商号,法人番号,所在地,公式HP,電話,問い合わせフォームURL,メール,確度,取引可否シグナル,備考,出典URL,該当商品数,主なカテゴリ,想定仕入れ金額の中央値,Amazon価格の中央値,代表商品名
92,,コンチネンタル(Continental),A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.mizutanibike.co.jp/,2026-09-04,,,,,,ミズタニ自転車株式会社,,,https://www.mizutanibike.co.jp/,,,,候補,連絡不可,★**誤マッチを回避した行。** コンチネンタルは独 Continental AG（従業員20万人超）だが、**日本における自転車用タイヤの総輸入元はミズタニ自転車株式会社**。日本法人の『コンチネンタルタイヤ・ジャパン株式会社』は**自転車用タイヤに関して一切の業務を行っていない**（複数ソースで確認）ので、そちらに連絡しても話が通じない。★ミズタニ自転車の所在地・電話は今回取得できず空欄。**追加調査が必要**,https://www.mizutanibike.co.jp/brand/continental/ ; https://ja.wikipedia.org/wiki/コンチネンタルAG,1,スポーツ＆アウトドア,3548,7040,Continental(コンチネンタル) Ultra Sport 3(ウルトラスポーツ3) Black/Black 700x28C FB ロード用クリンチャータイヤ 2本セット
93,,コンフィデンス,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.zenoaq.com/products/pd-692.html,2026-09-04,,,,,,日本全薬工業株式会社（ゼノアック）,,〒963-0196 福島県郡山市安積町笹川字平ノ上1番地の1,https://www.zenoaq.com/,,,,要確認,連絡不可,★対象外寄り。ブランド≠法人で、かつ**製造者と販売者が別会社**の類型。「コンフィデンス」はラビットフードのブランド名で、販売者=日本全薬工業株式会社(ゼノアック／動物用医薬品メーカー)、製造者=フィード・ワン株式会社。★打診しても意味が薄い理由: 同製品は「うさぎ専用の**療法食**」で、製造元サイトでも「**動物病院用フード**」として扱われており、流通が動物病院ルートに固定されている。獣医師監修の処方食は一般小売への卸に制約があることが多い。電話番号は公式で確定できなかったため空欄(推測で埋めない)。,https://www.zenoaq.com/products/pd-692.html,1,ペット用品,1109,4230,コンフィデンス 3kg袋 ラビットフード
94,,サーモス(THERMOS),A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.thermos.jp/,2026-09-04,,,,,,サーモス株式会社,,〒108-0014 東京都港区芝4-1-23 三田NNビル,https://www.thermos.jp/,03-6260-4859,https://www.thermos.jp/support/order.html,,候補,連絡可,商号・所在地・資本金は公式会社概要で確認＝確定。**電話 03-6260-4859 は第三者のPR媒体のみの出典で公式サイトでは裏が取れていないため、行全体を候補とした。** 日本酸素ホールディングス全額出資・従業員297名。お客様相談室は新潟事業所（新潟県燕市吉田下中野1435）,https://www.thermos.jp/company/corporate.html ; https://www.pr-today.net/a00501/about/,1,スポーツ＆アウトドア,211,3980,サーモス ソフトクーラー 5L ミッフィー ネイビー REZ-005B NVY
95,,シマノ(SHIMANO),A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.shimano.com/jp/contact.html,2026-09-04,,,,,,株式会社シマノ,,〒590-8577 大阪府堺市堺区老松町3丁77番地,https://www.shimano.com/jp/,072-223-3210,https://www.shimano.com/jp/contact.html,,確定,対象外(大手/流通構造),東証プライム上場・資本金356億円・連結10242名・連結子会社49社の大手。1921年創業の自転車部品/釣具メーカー。窓口は自転車部品0120-495-440・釣具0120-86-1130の消費者向けフリーダイヤルのみで、取引窓口の表示なし。世界的ブランドで流通も代理店経由が確立しており、実績ゼロの新規小売との直取引の相手ではない。大手。,https://www.shimano.com/jp/company/profile.html ; https://www.shimano.com/jp/contact.html,1,スポーツ＆アウトドア,513,2615,シマノ(SHIMANO) リペアパーツ ブレーキケーブルセット ステンレス MTB ブラック Y80098021
96,,シーラケース,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,,2026-09-04,,,,,,,,,,,,,不明,保留(個人事業主の疑い・掲載可否は社長判断),★**法人格が確認できず個人事業主の疑いがあるため、連絡先の実データを PUBLIC リポから除外した**（法務B §8-5 の commit 前ゲートに該当）。実データは workspace/output/agent_output/T-20260904-004/B1/HELD_BACK_個人事業主疑い.jsonl に保持。掲載可否のカズヨ判断が出るまでここは空欄のままにする。元の調査内容は中間報告 §5 を参照,【非掲載】個人事業主の疑いのため PUBLIC リポには掲載しない（実データは agent_output 側）,1,ペット用品,760,3300,シーラケース シーラ箱 （標準）昆虫標本用品標本箱
97,,ジャニーズ・エンタテイメント,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,,2026-09-04,,,,,,株式会社ジャニーズ・エンタテイメント,2011001042053,〒107-0052 東京都港区赤坂8丁目11番20号,,,,,参考,連絡不可,法人番号・商号・所在地は取れたが、**連絡手段はゼロ**。ジャニーズ事務所は2023-10に SMILE-UP. へ商号変更し、マネジメントは STARTO ENTERTAINMENT へ移管。レーベルとしての公式サイト・窓口は現存しない。登記情報の最終変更は2019-02-26。**実務上は連絡不能**,https://datagojp.com/corporate/2011001042053,1,DVD,1851,7722,We are Φn' 39!! and U? KinKi Kids Live in DOME 07-08(初回生産限定盤) [DVD]
98,,ストレッチングボード,A,2,contact,"[""form"", ""mail"", ""phone""]",,,事業内容 3．各種家庭用雑貨・健康器具等、卸販売,https://www.asahi-healthy.com/contents/company.htm,2026-09-04,,,,,,株式会社アサヒ,,〒500-8236 岐阜県岐阜市手力町12番6号,https://www.asahi-healthy.com/,058-245-2894,,shopmaster@asahi-healthy.com,確定,有望(小ロット/OEM/B2Bの明示あり),★★本丸候補。昭和36年『アサヒ鋳造』として創設、資本金200万円の小規模メーカー。昭和56年に『ストレッチングボード』を自社開発し**日本・米国・中国で特許取得**、40年以上のロングセラー。事業内容に『**各種家庭用雑貨・健康器具等、卸販売**』を明記＝卸取引あり。主要取引先にエバニュー・カナケン・トーエイライト等の卸。電話 9:00-17:15、メール公開,https://www.asahi-healthy.com/contents/company.htm ; https://www.asahi-healthy.com/,1,スポーツ＆アウトドア,4556,9900,【純国産】ストレッチボード アサヒ ストレッチングボード足首ストレッチ ふくらはぎストレッチ アキレス腱伸ばし 足首を柔らかくする器具 アーチ インソール 階角度調整 耐荷重150
99,,セメダイン(Cemedine),A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.cemedine.co.jp/,2026-09-04,,,,,,"セメダイン株式会社（CEMEDINE CO., LTD.）",,〒141-8620 東京都品川区大崎1-11-2 ゲートシティ大崎イーストタワー,https://www.cemedine.co.jp/,03-6421-7411,,,確定,対象外(大手/流通構造),"大正12年創業・昭和23年設立・資本金30億5,037万円・従業員366名の接着剤大手。茨城県古河市に工場。**規模的に初回小ロットの直取引の相手ではない**（仕入れるなら卸・ホームセンタールート）",https://www.cemedine.co.jp/company/information.html ; https://www.cemedine.co.jp/company/location.html,1,産業・研究開発用品,731,5550,セメダイン ゴム系ラテックス形 接着剤 クッションフロアー用 Cl7N 3kg lX-122
100,,セルスター(CELLSTAR),A,2,contact,"[""form"", ""mail"", ""phone""]",,,ドライブレコーダーのオリジナル製造についてのご相談はこちらからお問い合わせ下さい。,https://www.cellstar.co.jp/inquiry/,2026-09-04,,,,,,セルスター工業株式会社,,〒242-0002 神奈川県大和市つきみ野7-17-32,https://www.cellstar.co.jp/,046-273-1100,https://www.cellstar.co.jp/inquiry/,,確定,有望(小ロット/OEM/B2Bの明示あり),"★★本丸候補。昭和53年創業・資本金4,500万円・正社員106名。自動車用エレクトロニクス製品の製造販売。**お問い合わせページに『ドライブレコーダーのオリジナル製造についてのご相談はこちらから』というOEM窓口が独立して置かれている**。受付9:00-17:30。全国自動車用品工業会・日本自動車部品工業会 会員",https://www.cellstar.co.jp/company/ ; https://www.cellstar.co.jp/inquiry/,1,車＆バイク,6037,12980,セルスター レーザー光対応&GPSレーダー探知機 AR-37LC 一体型 18バンド ゾーン30対応 OBDII対応 3.2インチ GPSデータ更新無料 日本製 3年保証 CELL
101,,ソフトーク,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.unicharm.co.jp/ja/company/overview.html,2026-09-04,,,,,,ユニ・チャーム株式会社,8500001014833,〒108-8575 東京都港区三田3-5-19 住友不動産東京三田ガーデンタワー（登記上の本店：愛媛県四国中央市金生町下分182番地）,https://www.unicharm.co.jp/,03-3451-5111,,,確定,対象外(大手/流通構造),ブランド≠法人。「ソフトーク」はユニ・チャーム株式会社のマスクブランド(超立体マスク等)であり、ソフトークという法人は存在しない。東証プライム上場(8113)・資本金159億円・グループ16542名の大手。マスク専用のお客様窓口は0120-011-529だが消費者相談窓口。直取引の相手ではない。大手。,https://www.unicharm.co.jp/ja/company/overview.html ; https://info.gbiz.go.jp/hojin/ichiran?hojinBango=8500001014833,1,産業・研究開発用品,568,2580,ユニ・チャーム ソフトーク 超立体マスク ふつう 100枚 2箱セット
102,,タイガーゴム,A,2,contact,"[""form"", ""mail"", ""phone""]",,,オリジナルの製品の開発、ご提供も可能です。,https://www.tigergomu.com/company.html,2026-09-04,,,,,,株式会社タイガーゴム,,〒577-0065 大阪府東大阪市高井田中3-5-21,https://www.tigergomu.com/,06-6781-3331,https://www.tigergomu.com/contact.html,info@tigergomu.com,確定,有望(小ロット/OEM/B2Bの明示あり),★★最有力級。大正元年（1912年）創業のゴム風船メーカー。会社案内に『**創業当時より製造から完成品まですべて自社・国内製造（日本製）にこだわり**』『**オリジナルの製品の開発、ご提供も可能です**』と明記＝**OEM受託を公開**。メール・電話・フォームの3経路すべて公開。営業お断りの記載なし,https://www.tigergomu.com/company.html ; https://www.tigergomu.com/contact.html,1,おもちゃ,249,1780,【縁日 景品 水ヨーヨーセット】水ヨーヨー クリップ付き 100個 セット ヨーヨーすくい ヨーヨー釣り 夏祭り【Festival Plaza】
103,,タカラ産業,A,2,contact,"[""form"", ""mail"", ""phone""]",,,事業内容 プラスチック成形品・金属加工品の製造から組立に至る一貫生産及び販売,https://www.takaranet.co.jp/outline.html,2026-09-04,,,,,,タカラ産業株式会社,5122001004665,〒577-0013 大阪府東大阪市長田中2丁目2番30号 長田エミネンスビル2F,https://www.takaranet.co.jp/,06-7711-3080,,,確定,有望(小ロット/OEM/B2Bの明示あり),"★★本丸候補。1980年創業・資本金6,640万円・年商21億円・従業員93名。**『プラスチック成形品・金属加工品の製造から組立に至る一貫生産及び販売』＝OEM受託が本業**。主な取引先は建材/事務用品/手芸/自動車関連メーカー。富山と中国（蘇州）に自社工場、射出成形機52台。法人番号は公式PDFのインボイス登録番号 T5122001004665 から。東京営業所 03-3831-4250",https://www.takaranet.co.jp/outline.html ; https://www.takaranet.co.jp/img/companyprofile_jp.pdf,1,DIY・工具・ガーデン,2000,4851,タカラ産業 ウェーブルーバー（WAVE LOUVER） 室外機カバー SLK85 マグネット式 幅調整可能
104,,タミヤ(TAMIYA),A,2,contact,"[""form"", ""mail"", ""phone""]",,,タミヤ製品に関するお問い合わせ、ご意見などは、以下よりお願いします。◆お問合せには、弊社営業時間内に順次対応させて頂いています。◆お問合せの内容によっては、お返事までにお時間をいただく場合があります。,https://www.tamiya.com/japan/customer/index.html,2026-09-04,,,,,,株式会社タミヤ,,〒422-8610 静岡県静岡市駿河区恩田原3-7,https://www.tamiya.com/japan/,054-286-5105,https://www.tamiya.com/japan/customer/index.html,,確定,連絡可,1946年創業・従業員360名・資本金5000万円。プラモデル/RCの自社製造メーカーで規模は中堅。ただし模型は問屋(卸)経由の流通が確立しており、窓口はカスタマーサービス(部品請求)のみ。取引窓口の表示なし。なお同社は正規販売サイトを3つに限定する旨を明示しており、流通管理が厳しい。,https://www.tamiya.com/japan/company/outline.html ; https://www.tamiya.com/japan/customer/index.html,1,ホビー,424,2764,タミヤ 1/24 スポーツカーシリーズ No.163 カストロール トヨタ トムス スープラ GT プラモデル 24163
105,,ドレミ楽譜出版社,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.doremi.co.jp/,2026-09-04,,,,,,株式会社ドレミ楽譜出版社,4011601004938,〒178-0065 東京都練馬区西大泉5丁目33番32号（本社）／〒171-0033 東京都豊島区高田3丁目10番10号 ドレミ・サーティース・メモリアル4F（営業部）,https://www.doremi.co.jp/,03-5291-1645,,,確定,連絡可,電話は営業部の番号（公式会社案内および日本楽譜出版協会の会員名簿で一致）。本社の代表番号 03-3988-6451 はマピオン電話帳（第三者）由来のため採用せず,https://www.doremi.co.jp/pages/2/ ; https://houjin.jp/c/4011601004938 ; https://www.j-gakufu.com/summary-member.html,1,本,930,5343,WEST. 10th Anniversary Piano Selection ／ WESCORE VOL.1（オフィシャル・スコア） (OFFICIAL SCORE)
106,,バイクハンド(Bike Hand),A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://e-ftb.co.jp/,2026-09-04,,,,,,株式会社フタバ,,,https://e-ftb.co.jp/,,,,候補,連絡不可,BIKE HAND は1988年設立の**台湾の自転車工具ブランド**（多数の特許を保有）。日本では**株式会社フタバ**が取り扱っている。★フタバの所在地・電話・メールは今回の検索では取得できず空欄。**日本の取扱会社が判明した段階**で、連絡先は追加調査が必要,https://e-ftb.co.jp/item/brand/bikehand/ ; https://www.bikehand.com/en/e-catalog.html,1,スポーツ＆アウトドア,288,1780,BIKE HAND 自転車 ペダルレンチ 高トルク 15mm対応 プロフェッショナル 工具（YC-163L）
107,,パワーブリーズ(POWER BREATHE),A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.entry-shop.com/,2026-09-04,,,,,,株式会社エントリージャパン（Entry Japan K.K.）,,〒160-0022 東京都新宿区新宿1丁目26-6 新宿加藤ビル3階,https://www.entry-shop.com/,03-5362-3383,,entry-shop@entry-japan.com,確定,有望(小ロット/OEM/B2Bの明示あり),"★本丸候補。2001年設立・資本金1,000万円。**海外ヘルスケア製品の輸入販売と市場参入コンサル**が事業内容＝**輸入商社型で取引の話が通じる型**。POWERbreathe のほか Putty Buddies / COMPLY 等を扱う。★**第三種医療機器製造販売業の許認可を保有**＝製品が医療機器区分の可能性があり、**出品前に薬機法の確認が必要**（サトルのA-4案件）。出典に特定商取引法に基づく表記を含む",https://www.entry-shop.com/hpgen/HPB/entries/5.html ; https://www.entry-shop.com/hpgen/HPB/shop/business.html,1,スポーツ＆アウトドア,4761,8999,パワーブリーズ POWERbreathe PLUS 呼吸筋トレーニング器具 パワーブリーズプラス Medium Resistance 重負荷 ブルー BLUE [並行輸入品]
108,,パール金属株式会社,A,2,contact,"[""form"", ""mail"", ""phone""]",,,アイデアのご提案等につきましてはお断りさせて頂いております。一般の方および法人様からのアイデア等のご提案について,https://www.p-life.co.jp/inquire_1.html,2026-09-04,,,,true,『提案』と『お断り』が近接しているが自動判定は A。リッチェル（C）と同型の可能性。法務ルールの語彙にこの言い回しが無い疑い,パール金属株式会社,,〒955-8588 新潟県三条市五明190番地,https://www.p-life.co.jp/,0256-35-3111,https://www.p-life.co.jp/inquire_1.html,,確定,対象外(大手/流通構造),"昭和42年創立・資本金6,000万円・従業員700名・売上365億円。燕三条のハウスウェア大手（キャプテンスタッグ等をグループに持つ）。★**問い合わせフォームに『アイデアのご提案等につきましてはお断りさせて頂いております。一般の方および法人様からのアイデア等のご提案について』と明記**＝リッチェルと同型（C相当）",https://www.p-life.co.jp/com_gaiyou.html ; https://www.p-life.co.jp/inquire_1.html,1,ホーム＆キッチン,394,2100,パール金属 アイスペール 1.5L ダブル ステンレス IENOMI K-6023
109,,ビーエムオンライン,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,,2026-09-04,,,,,,,,,,,,,不明,連絡不可,**メーカー名ではない。抽出ノイズ行。** 代表商品『鈴木油脂 かびとりいっぱつ』の**製造元は鈴木油脂工業株式会社**（大阪・創業1948年・化学総合メーカー・製品問い合わせ 06-6326-1118 / suzukiyushi.co.jp）で、『ビーエムオンライン』はAmazon上の販売者名。**メーカーとして連絡先を登録すると誤りになるので空欄にした。** ★なお『株式会社鈴木油脂』（神奈川県伊勢原市・法人番号6021001021143）は**社名が似ているだけの別会社**。混同しないこと。**真のメーカーである鈴木油脂工業を別行として起こすべき**,https://www.suzukiyushi.co.jp/about/,1,車＆バイク,411,1778,鈴木油脂 かびとりいっぱつ
110,,フィットフィンガートレーニング,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.fft2015.com/,2026-09-04,,,,,,グローバルアーク株式会社,,,https://www.fft2015.com/,,,,候補,連絡不可,『フロッグハンド』『FFT』は**グローバルアーク株式会社**（福岡県に本社）の開発・販売。生産国は中国。★所在地の番地・電話・メールはいずれも一次情報が見つからず空欄。公式サイト（Wix）に会社概要ページが見当たらない。楽天（globalarc2015）とAmazonに直営店あり。**社名だけ判明した状態で、連絡手段は未取得**,https://tomo.run/froghand-fft-massage ; https://www.fft2015.com/,1,スポーツ＆アウトドア,1398,2880,フロッグハンド ハードタイプ [正規品] 簡単足指トレーニング
111,,フィード,A,2,contact,"[""form"", ""mail"", ""phone""]",,,パートナー・リレーションデスク／Contact for Business Partners TEL：0120-004-504,https://www.feedcorp.co.jp/,2026-09-04,,,,,,フィード株式会社（FEED Corporation）,,〒220-6119 神奈川県横浜市西区みなとみらい2-3-3 クイーンズタワーB 19階,https://www.feedcorp.co.jp/,0120-004-504,,,確定,連絡可,"★メーカーではなく**歯科・医療・介護用品の通販商社**（1980年設立・資本金4,300万円）。1987年に日本初の歯科医院向け総合カタログ通販を創刊。★**電話は『Contact for Business Partners（取引先向け）0120-004-504』を採用**。ご注文専用 0120-004-503／一般問い合わせ 0120-004-502／代表 045-662-4505 と窓口が分かれている。**代表商品『業務用紙コップ』はメーカー製造品ではなく同社の取扱商品**である点に注意",https://www.feedcorp.co.jp/aboutus/company/ ; https://medical-care.feed.jp/contents/page/company/,1,ホーム＆キッチン,2883,5890,業務用 紙コップ 無地 3000個 5オンス(150cc) ケース販売 ペーパーカップ 冷水専用 ホワイト 業務用 うがい用
112,,ブリーダーズ・ファーム,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://breedersfarm.com/,2026-09-04,,,,,,ブリーダーズ・ファーム株式会社,,〒759-0134 山口県宇部市大字善和786番地-9,https://breedersfarm.com/,0836-62-0755,,bf-info@breedersfarm.com,確定,有望(小ロット/OEM/B2Bの明示あり),★★本丸候補。平成12年設立・資本金1000万円・従業員12名。『日本に数社しかないクワガタムシ菌床専門メーカー』を自称する超ニッチメーカー。受注生産（1本1本手詰め）。公式会社概要にメールを2つ公開（breedersfarm@ と bf-info@。窓口用と思われる bf-info@ を採用）。営業お断りの記載なし。受付 09:00-17:00 土日祝休,https://breedersfarm.com/company.html,1,ペット用品,33,1800,【2袋セット】ブリーダーズ・ファーム 濃厚タンパクゼリー エッグ 16g×100個（1600g） 昆虫、フクロモモンガ、ハリネズミ 繁殖期 産卵 体力回復 タンパク質 バナナフレー
113,,ブレイス(Braith),A,2,contact,"[""form"", ""mail"", ""phone""]",,,有限会社ブレイスのホームページをご覧頂き誠にありがとうございます。下記よりお問合せ下さい。2〜3営業日中に弊社よりご返信致します。必須項目は必ずご記入願います。,https://braith.co.jp/contact/,2026-09-04,,,,,,有限会社ブレイス,,〒454-0027 愛知県名古屋市中川区広川町5-10,https://braith.co.jp/,052-353-1126,https://braith.co.jp/contact/,,確定,連絡可,★★有望。2003年11月設立の有限会社(＝超小規模)。事業内容が「カー用品を中心とした、**製造企画**、貿易、製造及び販売」で自社企画・自社製造を明示。LEDヘッドライトバルブ/ナンバーフレーム/車内アクセサリ等の自社ブランド製品を展開。問い合わせフォームは「会社・お名前」を先頭の必須項目に置いており法人からの連絡を想定した作り。「2〜3営業日中に弊社よりご返信致します」と返信を明言。営業お断りの表示なし。電話とFAXが同一番号で数名規模とみられる。,https://braith.co.jp/company/ ; https://braith.co.jp/contact/,1,車＆バイク,103,1962,ブレイス/BRAiTH アーマオール プロテクタントオリジナル 473ml 車 ダッシュボード タイヤ 保護 ツヤ出し AK-16
114,,プロクソン(PROXXON),A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://kiso-proxxon.co.jp/,2026-09-04,,,,,,株式会社キソパワーツール,,〒545-0021 大阪府大阪市阿倍野区阪南町7-1-8,https://kiso-proxxon.co.jp/,06-6693-5351,,,確定,連絡可,PROXXON はドイツ本国ブランド。日本には製造販売元の株式会社キソパワーツールと、販売代理店の PROX-TECH Co. Ltd の2社が存在（PROXXON 公式の日本代理店ページで確認）。本行は製造販売元のキソパワーツールを採用した。フォームURLは特定できず未取得,https://kiso-proxxon.co.jp/publics/index/140/ ; https://www.proxxon.com/jp/,1,DIY・工具・ガーデン,7058,16100,プロクソン(PROXXON) ミニルーターセット MM100 No.28525-S
115,,ペットラインプロバラ,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.petline.co.jp/,2026-09-04,,,,,,ペットライン株式会社,,〒507-0062 岐阜県多治見市大針町657-1（本店・多治見工場）,https://www.petline.co.jp/,0572-29-2011,https://www.petline.co.jp/contact/,,確定,重複(同一法人の別行),『プロフェッショナルバランス（プロバラ）』はペットライン株式会社のブランド。**『懐石』の行と同一法人**（名寄せの取りこぼしで別行になっている）。詳細は『懐石』の行を参照,https://www.petline.co.jp/company/,1,ペット用品,1239,4015,ペットラインプロバラ プロフェッショナルバランス 超小粒 1歳から 成犬用 2.4kg
116,,マイナビ出版,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://pub.mynavi.jp/,2026-09-04,,,,,,株式会社マイナビ出版,,〒101-0003 東京都千代田区一ツ橋2丁目6番3号 一ツ橋ビル2階,https://pub.mynavi.jp/,03-3556-2730,https://pub.mynavi.jp/,,確定,連絡可,"株式会社マイナビ100%子会社。資本金5,000万円・従業員80名。サイトに『法人のお客様』メニュー（広告掲載・販促協力／企業向け出版サービス）あり。フォームの直URLは特定できず、トップページのお問い合わせ導線を記載した",https://pub.mynavi.jp/company/ ; https://pub.mynavi.jp/access/,1,本,720,5576,世界遺産検定公式過去問題集1・準1・2級【2025年度版】
117,,マグパチ,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,,2026-09-04,,,,,,,,,,,,,不明,連絡不可,★抽出ノイズとして空欄のまま報告する（推測で埋めない）。2点の問題: (1)キュー上の代表商品名が「トライテックのトレース台 トレビュアー LED A4」で、マグパチ(マグネットブロック玩具)とカテゴリが一致しない＝v14の名寄せ段階で商品とメーカー名が食い違っている疑い。(2)検索しても日本法人の一次情報が出ず、中国のDongguan Magnetic Universe Toys(MagFX)や無関係の三和商事(iRINGO)しか返らない。同名別会社を掴む典型パターンなので採用しない。,,1,ホビー,4573,7980,日本製 トライテックのトレース台 トレビュアー LED A4 薄型 8mm 7段階調光可 A4-500
118,,マツヨシ,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.matsuyoshi.co.jp/contact/,2026-09-04,,,,,,"松吉医科器械株式会社（Matsuyoshi & Co., Ltd.）",,〒113-8520 東京都文京区湯島三丁目14番9号,https://www.matsuyoshi.co.jp/,03-5816-8800,https://www.matsuyoshi.co.jp/contact/,info@matsuyoshi.co.jp,確定,連絡可,"1917年創業・資本金1,000万円・従業員184名・売上127億円の**医療機器ディーラー（メーカーではなく卸）**。★**高度管理医療機器等販売・貸与業許可、第二種医療機器製造販売業許可等を保有**＝取扱商品に許認可が要るものが多い。視力表のような非規制品もあるが、**出品前に薬機法の区分確認が必須**（サトルのA-4案件）。出典に特定商取引法に基づく表記を含む",https://corp.matsuyoshi.co.jp/company/ ; https://www.matsuyoshi.co.jp/terms/,1,産業・研究開発用品,237,1624,視力表 ランドルト 3m + 遮眼子 セット
119,,マーナ(Marna),A,2,contact,"[""form"", ""mail"", ""phone""]",,,現在、お電話でのご案内は中止しております。お手数ではございますが、お問合せフォームよりお問合せください。,https://www.rakuten.co.jp/shopmarna/info.html,2026-09-04,,,,,,株式会社マーナ,,〒130-0005 東京都墨田区東駒形1-3-15,https://marna.jp/,0120-84-2539,https://marna.jp/shop/pages/aboutus.aspx,,確定,有望(小ロット/OEM/B2Bの明示あり),★本丸候補。**創業1872年（明治5年）**のキッチン・バス・ハウスケア等の生活雑貨メーカー。物流子会社（マーナロジスティックス・茨城県牛久市）を持つ。営業 平日9:30-17:00。★楽天店の会社概要に『**現在、お電話でのご案内は中止しております。お手数ではございますがお問合せフォームよりお問合せください**』とあり、実質フォーム窓口,https://marna.jp/shop/pages/aboutus_company-profile.aspx ; https://www.rakuten.co.jp/shopmarna/info.html,1,ファッション,2064,4180,[マーナ] Shupatto 保冷バッグ (20L/ホワイトバーチ) シュパット 一気にたためる エコバッグ (折り畳み/大容量) 保冷バッグ
120,,メグロ化学工業,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://meguro-kk.co.jp/company.html,2026-09-04,,,,,,メグロ化学工業株式会社,,〒306-0101 茨城県古河市下大野1768（本社工場）／第二工場 茨城県猿島郡境町下砂井42-1／営業部 茨城県古河市駒羽根3-1428-2,https://meguro-kk.co.jp/,0280-92-1221,,,確定,連絡可,★★有望。1959年創業の「自動車、建築、工業関係の**塗料下地剤専門メーカー**」。自社工場を2箇所持つ製造業で、事業目的にも「接着剤の製造販売」「自動車鈑金用資材の製造販売」等の製造が並ぶ。代表商品メグミックスは同社の主力自社ブランド(製品ページとSDSの両方で製造元を確認)。営業部を本社と別に構える中小規模。営業お断りの表示なし。,https://meguro-kk.co.jp/company.html,1,産業・研究開発用品,2499,7770,メグロ化学工業 MEGUMIX メグミックスブラック 速乾 50ml 6０秒作業時間 完全乾燥時間60分 万能成形接着剤 3本セット 120281-3
121,,メデラ,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.medela.com/ja-jp/breastfeeding-pumping/services/contact-information,2026-09-04,,,,,,メデラ株式会社,,〒151-0073 東京都渋谷区笹塚2-26-2 13F,https://www.medela.com/ja-jp/,03-3373-3450,,info@medela.jp,確定,連絡可,スイス Medela Holding AG の100%子会社（1993年設立）。お客様相談窓口 0120-413920（月〜金10:00-15:00）。★**電動搾乳機は管理医療機器に該当する可能性が高く、出品には高度管理医療機器等販売業の許可が要る場合がある**。仕入れ検討の前に必ず薬機法の確認を（サトルのA-4案件）,https://www.medela.com/ja-jp/breastfeeding-pumping/services/contact-information ; https://www.atpress.ne.jp/news/333815,1,ベビー＆マタニティ,9993,18612,メデラ 搾乳機 電動 ソロ 搾乳機 (電動・シングルポンプ) 母乳育児をサポート
