メーカー,レーン,判定理由,商号候補,法人格表記,該当商品数,主カテゴリ,第三者セラー数,屋号型セラー数,CNスコア,CNシグナル,想定仕入れ上限の中央値,Amazon価格の中央値,代表商品,代表ASIN,メーカー検索
Boweer,除外:中国系OEM(確定),CNスコア4 / S1_ブランド直営出品+S2_ピンイン風セラー,Boweer,,3,ホーム&キッチン,2,0,4,S1_ブランド直営出品+S2_ピンイン風セラー,4102,8198,Boweer 除湿機 衣類乾燥 3L 大容量【マイナスイオン 鉄筋14畳 /木造７畳】除湿量1L/日 除湿器 部屋干し 湿気取り カビ対策 梅雨対策,B0CY4CLKMH,https://www.google.com/search?q=Boweer%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
WORKPRO,除外:中国系OEM(確定),CNスコア3 / S4_中国式manufacturer,"HANGZHOU GREATSTAR INDUSTRIAL CO.,LTD",,3,DIY・工具・ガーデン,4,2,3,S4_中国式manufacturer,643,2280,WORKPRO プライヤー プライヤーレンチ ミニレンチ アジャスタブルレンチ 全長約108mm スパナ CR-V 建設用レンチプライヤー,B0FX93T6ZZ,https://www.google.com/search?q=WORKPRO%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
happilaff,除外:中国系OEM(確定),CNスコア4 / S1_ブランド直営出品+S2_ピンイン風セラー,happilaff,,3,ホーム&キッチン,3,1,4,S1_ブランド直営出品+S2_ピンイン風セラー,1369,3995,happilaff フードプロセッサー 350Wハイパワー 1台5役 みじん切り器 ステンレス4枚刃 600mlガラスボウル ジューサー ミキサーチョッパー 水,B0DCFM2YMJ,https://www.google.com/search?q=happilaff%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
viangs,除外:中国系OEM(確定),CNスコア6 / S1_ブランド直営出品+S2_ピンイン風セラー+S3_略号JPセラー,cxiao,,3,スポーツ&アウトドア,1,0,6,S1_ブランド直営出品+S2_ピンイン風セラー+S3_略号JPセラー,1095,3038,骨盤底筋トレーニング器具 組み立て不要 張力23kg 内転筋トレーニング 太もも 筋トレ ダイエット器具 収納可能 Viangs,B0F5BSRT8X,https://www.google.com/search?q=viangs%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Zeniss,除外:中国系OEM(確定),CNスコア3 / S4_中国式manufacturer,Zeniss,,2,家電&カメラ,4,0,3,S4_中国式manufacturer,603,1798,タイプc イヤホン 有線 HiFi 快適な装着感 type-c 有線イヤホン 絡み防止 遅延なし iphone17/15/16対応,B0GGZCD6Y7,https://www.google.com/search?q=Zeniss%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Ailewu,除外:中国系OEM(確定),CNスコア5 / S1_ブランド直営出品+S4_中国式manufacturer,"ShenZhen Sailangde Technology Co., Ltd.",あり,2,家電&カメラ,0,0,5,S1_ブランド直営出品+S4_中国式manufacturer,628,1704,自撮り棒 【業界初売りミニ、安定モデル】スマホスタンド 三脚 スマホ デジカメ兼用 じどり棒 iphone&android対応 じどりぼう コンパクト 自 撮り,B0B93NSQ3H,https://www.google.com/search?q=Ailewu%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Negolas,除外:中国系OEM(確定),CNスコア3 / S1_ブランド直営出品+S6_越境OEM文体,Negolas,,2,家電&カメラ,1,1,3,S1_ブランド直営出品+S6_越境OEM文体,543,2061,スマホ 三脚 iphone用 Bluetoothリモコン付き 3WAY雲台 4段階伸縮 最大長さ130cm 360°回転可能 スマートフォン 軽量 ミニ三脚 収,B09WQVRGLN,https://www.google.com/search?q=Negolas%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
TRAOO,除外:中国系OEM(確定),CNスコア4 / S1_ブランド直営出品+S3_略号JPセラー,TRAOO,,2,パソコン・周辺機器,0,0,4,S1_ブランド直営出品+S3_略号JPセラー,254,1864,カードリーダー【2026新モデル MFi認証品】 SDカードリーダー Lightning/Type Cメモリカードリーダー 4in1 USB/SD/TF変換アダ,B0DCFFYV6Z,https://www.google.com/search?q=TRAOO%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Fodalum,除外:中国系OEM(確定),CNスコア4 / S1_ブランド直営出品+S3_略号JPセラー,Fodalum,,2,家電&カメラ,0,0,4,S1_ブランド直営出品+S3_略号JPセラー,584,1893,スマホ 三脚 ハンドル直径は35mmです自撮り棒 iphone 軽量 安定感があり ぐらつかない じどり棒 展開時の高さ180cm,B0FB9PCRH2,https://www.google.com/search?q=Fodalum%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
basemax,除外:中国系OEM(確定),CNスコア5 / S1_ブランド直営出品+S3_略号JPセラー+S6_越境OEM文体,Basemax,,2,車&バイク,0,0,5,S1_ブランド直営出品+S3_略号JPセラー+S6_越境OEM文体,437,1998,【新登場】 ハンディクリーナー コードレス 強力吸引力 【吹き飛ぶ/吸い込む/空気入れ/空気抜き】 車用掃除機 4WAY多機能 大容量 Type-C 急速充電 ,B0FHWKR1J1,https://www.google.com/search?q=basemax%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
KEEZING,除外:中国系OEM(確定),CNスコア5 / S3_略号JPセラー+S4_中国式manufacturer,"Dongguan Kalio electronic Technology Co., LTD",,2,ホーム&キッチン,4,0,5,S3_略号JPセラー+S4_中国式manufacturer,812,2046,アルコールチェッカー 高精度 センサー 5000回 USB充電式 アルコール検知器 非接触型 アルコールテスター 高精度 業務用,B09VRZ4KNW,https://www.google.com/search?q=KEEZING%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
YIERSAN,除外:中国系OEM(確定),CNスコア4 / S1_ブランド直営出品+S2_ピンイン風セラー,YIERSAN,,2,家電&カメラ,1,0,4,S1_ブランド直営出品+S2_ピンイン風セラー,1520,3549,YIERSAN エアタグ airtag 2個セット【iOS&Android両方対応・Apple&Google公式認証・全地球精確測位】紛失防止タグ スマートタグ,B0FVXHH1NR,https://www.google.com/search?q=YIERSAN%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
KEEPRO,除外:中国系OEM(確定),CNスコア3 / S4_中国式manufacturer,"Shenzhen You & Me Electronics Co., LTD",,2,家電&カメラ,1,0,3,S4_中国式manufacturer,1614,3999,KEEPRO ワイヤレス充電器 3in1 折り畳み式 Magsafe充電器 同時に3つのデバイス充電 15W/10W/7.5W マルチ充電スタンド マグセーフ充,B0DMNYY821,https://www.google.com/search?q=KEEPRO%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
SPAHER,除外:中国系OEM(確定),CNスコア4 / S1_ブランド直営出品+S3_略号JPセラー,SPAHER,,2,ファッション,1,0,4,S1_ブランド直営出品+S3_略号JPセラー,1496,4390,[SPAHER] ショルダーバッグ メンズ 斜めがけ 撥水 軽量 小さめ 本革 縦型 メッセンジャーバッグ 肩掛けカバン 磁気 IPad収納 ビジネス バッグ ,B0F5HMMYTL,https://www.google.com/search?q=SPAHER%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Augnner,除外:中国系OEM(確定),CNスコア3 / S4_中国式manufacturer,"Shenzhen Meskey Technology co.,ltd",,2,家電&カメラ,1,0,3,S4_中国式manufacturer,1894,4999,【2026新登場】ワイヤレス充電器 3 in 1 急速 MagSafe充電器 折りたたみ式 ワイヤレス充電ステーション ナイトライト付き 旅行 持ち運び便利マグ,B0F99Q5P9D,https://www.google.com/search?q=Augnner%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Kemeskin,除外:中国系OEM(確定),CNスコア7 / S1_ブランド直営出品+S2_ピンイン風セラー+S4_中国式manufacturer,"Dongguan Kemi Electronic Technology Co., Ltd",あり,2,家電&カメラ,2,0,7,S1_ブランド直営出品+S2_ピンイン風セラー+S4_中国式manufacturer,3367,5640,骨伝導イヤホン bluetooth、Kemeskin 水泳 防水イヤホン IP68完全防水 32GBメモリ内蔵 最大8000曲 こつでんどうイヤホン bluet,B0GK7MN552,https://www.google.com/search?q=Kemeskin%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Yaotin,除外:中国系OEM(確定),CNスコア6 / S1_ブランド直営出品+S2_ピンイン風セラー+S3_略号JPセラー,Yaotin,,2,ホーム&キッチン,0,0,6,S1_ブランド直営出品+S2_ピンイン風セラー+S3_略号JPセラー,4100,6924,集音器 高齢者 しゅうおんき【2026進化版！革命的なデジタルチップ&高性能BA型スピーカー搭載！無段階音量調整】35倍増幅 AI自動降噪,B0GCNXP689,https://www.google.com/search?q=Yaotin%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Philoent,除外:中国系OEM(確定),CNスコア7 / S2_ピンイン風セラー+S3_略号JPセラー+S4_中国式manufacturer,"GuangDong SINOY Smart Technology CO, LTD",,2,家電&カメラ,3,0,7,S2_ピンイン風セラー+S3_略号JPセラー+S4_中国式manufacturer,5457,8792,Philoent プロジェクター 家庭用 超小型 【2026最新 Android TV14.0搭載＆388g史上最軽＆HiFi外部スピーカー】,B0F5GQLNWP,https://www.google.com/search?q=Philoent%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
YINCODI,除外:中国系OEM(確定),CNスコア3 / S5_非日本漢字,YINCODI,,2,家電&カメラ,3,0,3,S5_非日本漢字,4532,7597,YINCODI プロジェクター 家庭用【業界初超小型＆軽量・Android TV 搭載・270°回転】 プロジェクター 小型 25000lm 1080P 天井投,B0FSS1VVGD,https://www.google.com/search?q=YINCODI%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
WISHOLY,除外:中国系OEM(確定),CNスコア5 / S2_ピンイン風セラー+S5_非日本漢字,WISHOLY,,2,家電&カメラ,3,0,5,S2_ピンイン風セラー+S5_非日本漢字,4394,11798,WISHOLY プロジェクター 家庭用【Android TV搭載・270°回転】 プロジェクター 小型 27000LM 1080P WiFi6 ぷろじぇくたー ,B0FGXPDF2S,https://www.google.com/search?q=WISHOLY%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Bmax,除外:中国系OEM(確定),CNスコア4 / S1_ブランド直営出品+S2_ピンイン風セラー,Bmax,,2,パソコン・周辺機器,1,0,4,S1_ブランド直営出品+S2_ピンイン風セラー,8232,13488,【タブレット 10インチ】-Android16 強化版 wi-fiモデル タブレット、高性能8コアCPU T7250搭載、24GB+128GB+2TB拡張、60,B0FP5BK51X,https://www.google.com/search?q=Bmax%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Veoyads,除外:中国系OEM(確定),CNスコア7 / S1_ブランド直営出品+S3_略号JPセラー+S4_中国式manufacturer,"Shenzhen Fangxin Technology Co.,LTD",,2,ホーム&キッチン,2,0,7,S1_ブランド直営出品+S3_略号JPセラー+S4_中国式manufacturer,7096,13100,VEOYADS HIPL 脱毛器【ドイツのiFデザイン賞受賞 サファイア技術搭載 瞬間10℃ほぼ無痛】150万発 5段階 8分脱毛完成 PSE認証済み,B0F2MCKSB3,https://www.google.com/search?q=Veoyads%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
HIKMICRO,除外:中国系OEM(確定),CNスコア4 / S1_ブランド直営出品+S2_ピンイン風セラー,HIKMICRO,,2,産業・研究開発用品,1,0,4,S1_ブランド直営出品+S2_ピンイン風セラー,9742,19490,HIKMICRO Eco Lite 赤外線温度計 赤外線カメラ、非接触温度計、1台2役、-20°C～550°C、調整可能な放射率、IR解像度 96×96、デュア,B0FYM5YJ7G,https://www.google.com/search?q=HIKMICRO%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
STSEETOP,除外:中国系OEM(確定),CNスコア6 / S1_ブランド直営出品+S2_ピンイン風セラー+S3_略号JPセラー,STSEETOP,,2,家電&カメラ,4,0,6,S1_ブランド直営出品+S2_ピンイン風セラー+S3_略号JPセラー,1026,2317,【進歩究極モデル】ワイヤレスイヤホン bluetooth イヤホン ワイヤレス イヤフォン hi-fi音質 & 重低音 片耳 蓋を開け自動接続 EDR ダブルマ,B0D2KB216V,https://www.google.com/search?q=STSEETOP%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
HOUOA,除外:中国系OEM(確定),CNスコア4 / S1_ブランド直営出品+S3_略号JPセラー,HOUOA,,2,家電&カメラ,0,0,4,S1_ブランド直営出品+S3_略号JPセラー,1108,2754,HOUOA ワイヤレス充電器 Magsafe充電器 3in1 マグネット式 マグセーフ充電器 Qi急速充電 同時に3つのデバイス充電 15W/10W/7.5W ,B0D9QRDCFL,https://www.google.com/search?q=HOUOA%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
ZYQ,除外:中国系OEM(確定),CNスコア4 / S1_ブランド直営出品+S2_ピンイン風セラー,ZYQ,,2,ホーム&キッチン,2,0,4,S1_ブランド直営出品+S2_ピンイン風セラー,784,2840,枕 まくら 腕をやさしくサポート 首が痛くならない 快眠 低反発枕 頭・首・肩を支える 仰向け・横向き・うつぶせ対応 3D人間工学設計 安眠枕 低め・高め調整可,B0GCHYQW11,https://www.google.com/search?q=ZYQ%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
TOPADRE,除外:中国系OEM(確定),CNスコア5 / S1_ブランド直営出品+S4_中国式manufacturer,"Shenzhenshi Ezreal Technology Co.,Ltd",あり,2,家電&カメラ,0,0,5,S1_ブランド直営出品+S4_中国式manufacturer,1546,3249,TOPADRE 140W 急速充電器 PD タイプ c 充電器【100W Max*USB-C*3＋USB-A*2+ディスプレイ搭載+PSE認証】5ポート Typ,B0CR9KFGPX,https://www.google.com/search?q=TOPADRE%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Aiolo Innovation,除外:中国系OEM(確定),CNスコア4 / S2_ピンイン風セラー+S3_略号JPセラー,Aiolo Innovation,,2,パソコン・周辺機器,5,0,4,S2_ピンイン風セラー+S3_略号JPセラー,4398,8821,AIOLO INNOVATION 500GB 外付け ハードディスク USB3.0超薄型ポータブル外付けHDD,B0CF4SQY1X,https://www.google.com/search?q=Aiolo%20Innovation%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Oliforu,除外:中国系OEM(確定),CNスコア7 / S1_ブランド直営出品+S2_ピンイン風セラー+S4_中国式manufacturer,"Shenzhen Kanglite Technology Co., Ltd.",あり,2,ホーム&キッチン,1,0,7,S1_ブランド直営出品+S2_ピンイン風セラー+S4_中国式manufacturer,3038,5978,電気シェーバー メンズ 全金属ボディ マグネット式ヘッド 往復式3D浮動3枚刃 深剃り IPX7防水 お風呂剃り・丸洗い可 Type-C急速充電,B0GFF1QTC2,https://www.google.com/search?q=Oliforu%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Topcony,除外:中国系OEM(確定),CNスコア4 / S1_ブランド直営出品+S3_略号JPセラー,Topcony,,2,ベビー&マタニティ,0,0,4,S1_ブランド直営出品+S3_略号JPセラー,2911,5739,Topcony ペットカメラ 800万画素 4Ｋ 2.4と5GhzWiFi対応 iPhone/Android 室内防犯カメラ 見守りカメラ,B0C65VG6VZ,https://www.google.com/search?q=Topcony%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Yorano,除外:中国系OEM(確定),CNスコア4 / S1_ブランド直営出品+S2_ピンイン風セラー,Yorano,,2,ホーム&キッチン,1,0,4,S1_ブランド直営出品+S2_ピンイン風セラー,4050,8490,低温調理器 低温調理機 1100W ハイパワー IPX7 防水 低温調理器具 24 時間予約機能 タイマー温度設定,B0D12C181W,https://www.google.com/search?q=Yorano%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Safigor,除外:中国系OEM(確定),CNスコア4 / S2_ピンイン風セラー+S3_略号JPセラー,Safigor,,2,家電&カメラ,3,0,4,S2_ピンイン風セラー+S3_略号JPセラー,1087,2330,【ハイエンド 、鮮明なサウンド 深邃な低音】ワイヤレスイヤホン Bluetooth イヤホン Bluetooth5.4 hi-fi音質 AAC ダブルマイクEN,B0DTQ1DV5D,https://www.google.com/search?q=Safigor%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
ZRZK,除外:中国系OEM(確定),CNスコア6 / S1_ブランド直営出品+S2_ピンイン風セラー+S3_略号JPセラー,ZRZK,,2,家電&カメラ,0,0,6,S1_ブランド直営出品+S2_ピンイン風セラー+S3_略号JPセラー,714,2328,【巻き取り式・タイプc 2本+Lightning 】ZRZK シガーソケット 車 充電器 巻き取り式充電ケーブル 4台同時充電可能 車載充電器 カーチャージャー,B0FZKBS563,https://www.google.com/search?q=ZRZK%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
GuMosh,除外:中国系OEM(確定),CNスコア12 / S1_ブランド直営出品+S2_ピンイン風セラー+S3_略号JPセラー+S4_中国式manufacturer+S5_非日本漢字,"Shenzhen Caibo Technology Co.,Ltd.",あり,2,車&バイク,1,0,12,S1_ブランド直営出品+S2_ピンイン風セラー+S3_略号JPセラー+S4_中国式manufacturer+S5_非日本漢字,854,2986,GuMosh スマホホルダー 車 ワイヤレス充電 15W デュアルコイル ワイヤレス充電器 車 スマホスタンド 自動開閉 車 スマホホルダー 充電 急速 12~,B0DK8XBRTL,https://www.google.com/search?q=GuMosh%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
SSYFEI,除外:中国系OEM(確定),CNスコア4 / S1_ブランド直営出品+S3_略号JPセラー,SSYFEI,,2,ホーム&キッチン,0,0,4,S1_ブランド直営出品+S3_略号JPセラー,1449,4166,SSYFEI 電気ケトル 1.0L【1000W急速沸騰・デジタル表示】7段階温度調節 4時間保温 二重構造で熱くない メモリー機能付 電気ポット,B0CG18ZM6J,https://www.google.com/search?q=SSYFEI%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
BQEYZ,除外:中国系OEM(確定),CNスコア4 / S1_ブランド直営出品+S2_ピンイン風セラー,BQEYZ,,2,家電&カメラ,1,1,4,S1_ブランド直営出品+S2_ピンイン風セラー,4158,7029,BQEYZ NI霓 HiFiゲーミングイヤホン 有線 iem セラミック複合振動膜 有線イヤーバッド (Type-Cマイク付き 緑),B0G2QK6NPN,https://www.google.com/search?q=BQEYZ%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
KIUP,除外:中国系OEM(確定),CNスコア6 / S1_ブランド直営出品+S2_ピンイン風セラー+S3_略号JPセラー,kiup,,2,DIY・工具・ガーデン,0,0,6,S1_ブランド直営出品+S2_ピンイン風セラー+S3_略号JPセラー,927,2488,【日本製センサー搭載＆秋冬キャンプに最適】一酸化炭素チェッカー キャンプ用 日本語音声放送 一酸化炭素警報器 COアラーム テント用 一酸化炭素検知器 キャンプ,B0CGX5H5ZG,https://www.google.com/search?q=KIUP%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
TESSAN,除外:中国系OEM(確定),CNスコア3 / S1_ブランド直営出品+S4_中国式manufacturer,"Dongguan Best Travel Electronics Co.,Ltd",あり,2,家電&カメラ,2,0,3,S1_ブランド直営出品+S4_中国式manufacturer,716,2179,"TESSAN 変換プラグ 全世界対応 (４-in-1, 20W) 海外旅行用コンセント アダプター C/BF/O/Aタイプ",B0GKFMB4TB,https://www.google.com/search?q=TESSAN%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Inkkey,除外:中国系OEM(確定),CNスコア5 / S2_ピンイン風セラー+S4_中国式manufacturer,"SHENZHEN XU HUI WEIYE ELECTRONIC TECHNOLOGY CO., LTD.",,2,家電&カメラ,2,0,5,S2_ピンイン風セラー+S4_中国式manufacturer,1355,2998,3in1 ワイヤレス充電器 折り畳み式 15W急速充電 I-phone17/16/15/14/13/12 マグセーフ 角度調整可能 雰囲気ライト付き 3台同時充,B0FK91X6DF,https://www.google.com/search?q=Inkkey%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
htrahy,除外:中国系OEM(確定),CNスコア4 / S2_ピンイン風セラー+S3_略号JPセラー,htrahy,,1,家電&カメラ,4,0,4,S2_ピンイン風セラー+S3_略号JPセラー,843,1999,スマートウォッチ【2026 新バージョン】iPhone対応 アンドロイド対応 Bluetooth通話機能付き 1.83インチ大画面 SMS/Lineメッセージ通,B0G81S768X,https://www.google.com/search?q=htrahy%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
CHUSII,除外:中国系OEM(確定),CNスコア5 / S2_ピンイン風セラー+S4_中国式manufacturer,"Shenzhen Joway Power Supply Co., Ltd.",あり,1,家電&カメラ,3,0,5,S2_ピンイン風セラー+S4_中国式manufacturer,535,1563,モバイルバッテリー MagSafe対応 10000mAh ワイヤレス充電 22.5W急速充電 USB-C内蔵ケーブル 小型 軽量 薄型 最大3台同時充電 PD対,B0FYG2NDBR,https://www.google.com/search?q=CHUSII%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
AWINEY,除外:中国系OEM(確定),CNスコア4 / S1_ブランド直営出品+S3_略号JPセラー,AWINEY,,1,家電&カメラ,2,0,4,S1_ブランド直営出品+S3_略号JPセラー,682,1785,iPhone イヤホン 有線【2026新版 Apple MFi認証済み】純正 iphone用イヤホン lightning ライトニング接続 ステレオイヤフォン ,B0B55Z3NMN,https://www.google.com/search?q=AWINEY%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Vibaleg,除外:中国系OEM(確定),CNスコア4 / S1_ブランド直営出品+S3_略号JPセラー,Vibaleg,,1,パソコン・周辺機器,1,0,4,S1_ブランド直営出品+S3_略号JPセラー,394,1998,タブレットスタンド スマホスタンド ベッドサイド取付 折り畳み4.7~12.9インチ対応 ブラック ベッド用寝ながら 卓上 横/縦/仰向け,B0FC2YYPKQ,https://www.google.com/search?q=Vibaleg%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
Liaolee,除外:中国系OEM(確定),CNスコア6 / S1_ブランド直営出品+S2_ピンイン風セラー+S3_略号JPセラー,Liaolee,,1,ホーム&キッチン,2,0,6,S1_ブランド直営出品+S2_ピンイン風セラー+S3_略号JPセラー,743,2100,ネックケア 首 リラクゼーション器 Liaolee 新登場 (加温×EMS&TENSのW効果) 静音 軽量 首元リフレッシュ ネックリラックス,B0C58DTLTR,https://www.google.com/search?q=Liaolee%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
ANDERY,除外:中国系OEM(確定),CNスコア3 / S2_ピンイン風セラー+S6_越境OEM文体,ANDERY,,1,家電&カメラ,3,0,3,S2_ピンイン風セラー+S6_越境OEM文体,1427,2846,スマホホルダー 車 ワイヤレス充電 マグネット【15W急速充電+真空吸盤の最強コンビ】安定性拔群 【超強磁力】カー用品/車用品,B0FCSBH974,https://www.google.com/search?q=%EF%BC%A1%EF%BC%AE%EF%BC%A4%EF%BC%A5%EF%BC%B2%EF%BC%B9%20%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81%20%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B%20%E5%8D%B8
